Store,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval,CompetitionOpenSince,StoreType_a,StoreType_b,StoreType_c,StoreType_d,Assortment_a,Assortment_b,Assortment_c
721,a,c,3590.0,9.0,2012.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec",2012-09-01,1,0,0,0,0,0,1
722,a,a,50.0,12.0,2012.0,0,,,,2012-12-01,1,0,0,0,1,0,0
723,d,c,5650.0,9.0,2008.0,1,5.0,2013.0,"Feb,May,Aug,Nov",2008-09-01,0,0,0,1,0,0,1
724,d,c,5900.0,12.0,2012.0,0,,,,2012-12-01,0,0,0,1,0,0,1
725,d,c,17540.0,6.0,2012.0,0,,,,2012-06-01,0,0,0,1,0,0,1
726,a,c,40540.0,2.0,2002.0,0,,,,2002-02-01,1,0,0,0,0,0,1
727,a,a,2050.0,3.0,2007.0,0,,,,2007-03-01,1,0,0,0,1,0,0
728,d,a,13990.0,12.0,2012.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2012-12-01,0,0,0,1,1,0,0
729,c,c,8980.0,6.0,2011.0,0,,,,2011-06-01,0,0,1,0,0,0,1
730,c,a,1190.0,9.0,2013.0,0,,,,2013-09-01,0,0,1,0,1,0,0
731,a,a,15270.0,12.0,2012.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct",2012-12-01,1,0,0,0,1,0,0
732,a,c,35280.0,12.0,2012.0,0,,,,2012-12-01,1,0,0,0,0,0,1
733,b,b,860.0,10.0,1999.0,0,,,,1999-10-01,0,1,0,0,0,1,0
734,a,a,220.0,12.0,2012.0,1,36.0,2013.0,"Mar,Jun,Sept,Dec",2012-12-01,1,0,0,0,1,0,0
735,d,c,1920.0,4.0,2005.0,0,,,,2005-04-01,0,0,0,1,0,0,1
736,c,c,1650.0,12.0,2012.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2012-12-01,0,0,1,0,0,0,1
737,a,a,100.0,5.0,2007.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct",2007-05-01,1,0,0,0,1,0,0
738,d,c,5980.0,10.0,2005.0,0,,,,2005-10-01,0,0,0,1,0,0,1
739,d,c,2770.0,6.0,2008.0,1,22.0,2011.0,"Jan,Apr,Jul,Oct",2008-06-01,0,0,0,1,0,0,1
740,d,a,6400.0,3.0,2014.0,0,,,,2014-03-01,0,0,0,1,1,0,0
741,d,c,11900.0,12.0,2012.0,0,,,,2012-12-01,0,0,0,1,0,0,1
742,d,c,4380.0,12.0,2012.0,0,,,,2012-12-01,0,0,0,1,0,0,1
743,a,a,6710.0,11.0,2003.0,1,14.0,2012.0,"Jan,Apr,Jul,Oct",2003-11-01,1,0,0,0,1,0,0
744,a,a,1370.0,12.0,2011.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2011-12-01,1,0,0,0,1,0,0
745,a,a,17650.0,11.0,2013.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2013-11-01,1,0,0,0,1,0,0
746,d,c,4330.0,2.0,2011.0,1,35.0,2011.0,"Mar,Jun,Sept,Dec",2011-02-01,0,0,0,1,0,0,1
747,c,c,45740.0,8.0,2008.0,0,,,,2008-08-01,0,0,1,0,0,0,1
748,d,a,2380.0,3.0,2010.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2010-03-01,0,0,0,1,1,0,0
749,a,a,3410.0,8.0,2011.0,1,14.0,2015.0,"Jan,Apr,Jul,Oct",2011-08-01,1,0,0,0,1,0,0
750,d,a,8670.0,2.0,2002.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2002-02-01,0,0,0,1,1,0,0
751,a,a,650.0,10.0,2006.0,0,,,,2006-10-01,1,0,0,0,1,0,0
752,a,a,970.0,3.0,2013.0,1,31.0,2013.0,"Feb,May,Aug,Nov",2013-03-01,1,0,0,0,1,0,0
753,d,c,540.0,11.0,2012.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec",2012-11-01,0,0,0,1,0,0,1
754,c,c,380.0,5.0,2008.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",2008-05-01,0,0,1,0,0,0,1
755,d,c,13130.0,12.0,2003.0,0,,,,2003-12-01,0,0,0,1,0,0,1
756,a,c,50.0,12.0,2012.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct",2012-12-01,1,0,0,0,0,0,1
757,a,c,3450.0,12.0,2012.0,0,,,,2012-12-01,1,0,0,0,0,0,1
758,a,c,19780.0,6.0,2008.0,0,,,,2008-06-01,1,0,0,0,0,0,1
759,a,a,110.0,11.0,2012.0,1,31.0,2013.0,"Feb,May,Aug,Nov",2012-11-01,1,0,0,0,1,0,0
760,a,a,560.0,1.0,2011.0,0,,,,2011-01-01,1,0,0,0,1,0,0
761,a,a,2390.0,9.0,2012.0,0,,,,2012-09-01,1,0,0,0,1,0,0
762,d,c,1280.0,12.0,2012.0,1,10.0,2013.0,"Mar,Jun,Sept,Dec",2012-12-01,0,0,0,1,0,0,1
763,d,c,32240.0,3.0,2010.0,0,,,,2010-03-01,0,0,0,1,0,0,1
764,a,c,26490.0,12.0,2012.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",2012-12-01,1,0,0,0,0,0,1
765,a,c,25430.0,5.0,1999.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",1999-05-01,1,0,0,0,0,0,1
766,d,c,9820.0,12.0,2012.0,0,,,,2012-12-01,0,0,0,1,0,0,1
767,a,c,13080.0,12.0,2012.0,0,,,,2012-12-01,1,0,0,0,0,0,1
768,a,c,2630.0,9.0,2012.0,0,,,,2012-09-01,1,0,0,0,0,0,1
769,b,b,840.0,12.0,2012.0,1,48.0,2012.0,"Jan,Apr,Jul,Oct",2012-12-01,0,1,0,0,0,1,0
770,a,c,100.0,4.0,2015.0,0,,,,2015-04-01,1,0,0,0,0,0,1
771,a,a,20640.0,9.0,2007.0,0,,,,2007-09-01,1,0,0,0,1,0,0
772,d,c,1850.0,12.0,2012.0,0,,,,2012-12-01,0,0,0,1,0,0,1
773,a,a,200.0,12.0,2012.0,0,,,,2012-12-01,1,0,0,0,1,0,0
774,a,c,640.0,9.0,2013.0,0,,,,2013-09-01,1,0,0,0,0,0,1
775,d,c,6970.0,12.0,2005.0,1,22.0,2011.0,"Jan,Apr,Jul,Oct",2005-12-01,0,0,0,1,0,0,1
776,c,a,700.0,4.0,2009.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2009-04-01,0,0,1,0,1,0,0
777,d,c,8250.0,10.0,2004.0,1,10.0,2013.0,"Mar,Jun,Sept,Dec",2004-10-01,0,0,0,1,0,0,1
778,a,a,340.0,6.0,2003.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2003-06-01,1,0,0,0,1,0,0
779,a,a,16990.0,4.0,2004.0,0,,,,2004-04-01,1,0,0,0,1,0,0
780,a,a,18160.0,12.0,2012.0,0,,,,2012-12-01,1,0,0,0,1,0,0
781,a,a,630.0,4.0,2007.0,0,,,,2007-04-01,1,0,0,0,1,0,0
782,c,c,5390.0,8.0,2003.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct",2003-08-01,0,0,1,0,0,0,1
783,d,c,15490.0,12.0,2012.0,0,,,,2012-12-01,0,0,0,1,0,0,1
784,a,a,560.0,10.0,2014.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct",2014-10-01,1,0,0,0,1,0,0
785,d,c,970.0,7.0,2005.0,1,31.0,2013.0,"Feb,May,Aug,Nov",2005-07-01,0,0,0,1,0,0,1
786,a,a,290.0,11.0,2006.0,1,5.0,2013.0,"Feb,May,Aug,Nov",2006-11-01,1,0,0,0,1,0,0
787,c,c,3210.0,6.0,2009.0,0,,,,2009-06-01,0,0,1,0,0,0,1
788,a,c,1530.0,3.0,2013.0,0,,,,2013-03-01,1,0,0,0,0,0,1
789,a,c,9770.0,7.0,2003.0,0,,,,2003-07-01,1,0,0,0,0,0,1
790,d,c,9070.0,12.0,2003.0,0,,,,2003-12-01,0,0,0,1,0,0,1
791,a,a,5950.0,4.0,2007.0,0,,,,2007-04-01,1,0,0,0,1,0,0
792,d,a,17280.0,10.0,2009.0,1,18.0,2011.0,"Feb,May,Aug,Nov",2009-10-01,0,0,0,1,1,0,0
793,d,a,2710.0,7.0,2006.0,0,,,,2006-07-01,0,0,0,1,1,0,0
794,c,c,5090.0,9.0,2006.0,0,,,,2006-09-01,0,0,1,0,0,0,1
795,d,a,510.0,12.0,2012.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec",2012-12-01,0,0,0,1,1,0,0
796,a,c,7180.0,11.0,2012.0,0,,,,2012-11-01,1,0,0,0,0,0,1
797,a,a,2090.0,10.0,2012.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2012-10-01,1,0,0,0,1,0,0
798,a,a,9560.0,4.0,2001.0,0,,,,2001-04-01,1,0,0,0,1,0,0
799,a,c,2700.0,12.0,2012.0,0,,,,2012-12-01,1,0,0,0,0,0,1
800,d,a,2020.0,7.0,2014.0,0,,,,2014-07-01,0,0,0,1,1,0,0
801,d,a,48330.0,4.0,2013.0,0,,,,2013-04-01,0,0,0,1,1,0,0
802,a,c,910.0,12.0,2012.0,1,22.0,2011.0,"Feb,May,Aug,Nov",2012-12-01,1,0,0,0,0,0,1
803,d,a,1760.0,12.0,2012.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",2012-12-01,0,0,0,1,1,0,0
804,c,c,2100.0,12.0,2012.0,1,1.0,2013.0,"Jan,Apr,Jul,Oct",2012-12-01,0,0,1,0,0,0,1
805,d,a,24770.0,10.0,2011.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",2011-10-01,0,0,0,1,1,0,0
806,d,a,260.0,12.0,2012.0,1,44.0,2010.0,"Feb,May,Aug,Nov",2012-12-01,0,0,0,1,1,0,0
807,a,a,3870.0,4.0,2008.0,0,,,,2008-04-01,1,0,0,0,1,0,0
808,a,a,18620.0,12.0,2012.0,1,31.0,2009.0,"Feb,May,Aug,Nov",2012-12-01,1,0,0,0,1,0,0
809,a,a,12770.0,10.0,2000.0,0,,,,2000-10-01,1,0,0,0,1,0,0
810,d,c,9640.0,11.0,2013.0,0,,,,2013-11-01,0,0,0,1,0,0,1
811,a,a,410.0,9.0,2012.0,0,,,,2012-09-01,1,0,0,0,1,0,0
812,d,a,2590.0,9.0,2012.0,0,,,,2012-09-01,0,0,0,1,1,0,0
813,a,a,1560.0,9.0,2003.0,0,,,,2003-09-01,1,0,0,0,1,0,0
814,d,c,24530.0,7.0,2013.0,0,,,,2013-07-01,0,0,0,1,0,0,1
815,a,a,590.0,1.0,1900.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",1900-01-01,1,0,0,0,1,0,0
816,c,c,460.0,12.0,2012.0,0,,,,2012-12-01,0,0,1,0,0,0,1
817,a,a,140.0,3.0,2006.0,0,,,,2006-03-01,1,0,0,0,1,0,0
818,d,a,490.0,12.0,2012.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec",2012-12-01,0,0,0,1,1,0,0
819,a,c,720.0,10.0,2014.0,0,,,,2014-10-01,1,0,0,0,0,0,1
820,a,c,1650.0,12.0,2012.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2012-12-01,1,0,0,0,0,0,1
821,a,a,1700.0,9.0,2009.0,0,,,,2009-09-01,1,0,0,0,1,0,0
822,a,c,410.0,11.0,2010.0,1,48.0,2010.0,"Mar,Jun,Sept,Dec",2010-11-01,1,0,0,0,0,0,1
823,a,c,16210.0,11.0,2010.0,0,,,,2010-11-01,1,0,0,0,0,0,1
824,a,a,17570.0,12.0,2012.0,0,,,,2012-12-01,1,0,0,0,1,0,0
825,a,a,380.0,5.0,2011.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2011-05-01,1,0,0,0,1,0,0
826,a,c,7980.0,6.0,2005.0,0,,,,2005-06-01,1,0,0,0,0,0,1
827,a,c,250.0,1.0,2005.0,0,,,,2005-01-01,1,0,0,0,0,0,1
828,d,c,3290.0,12.0,2014.0,0,,,,2014-12-01,0,0,0,1,0,0,1
829,c,a,110.0,12.0,2012.0,0,,,,2012-12-01,0,0,1,0,1,0,0
830,a,c,6320.0,12.0,2012.0,1,5.0,2011.0,"Jan,Apr,Jul,Oct",2012-12-01,1,0,0,0,0,0,1
831,a,a,800.0,6.0,2007.0,0,,,,2007-06-01,1,0,0,0,1,0,0
832,d,a,5070.0,12.0,2012.0,1,45.0,2009.0,"Feb,May,Aug,Nov",2012-12-01,0,0,0,1,1,0,0
833,d,c,3290.0,12.0,1999.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec",1999-12-01,0,0,0,1,0,0,1
834,a,a,3470.0,3.0,2012.0,0,,,,2012-03-01,1,0,0,0,1,0,0
835,a,a,2890.0,12.0,2007.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",2007-12-01,1,0,0,0,1,0,0
836,a,a,2720.0,9.0,2012.0,0,,,,2012-09-01,1,0,0,0,1,0,0
837,a,c,14600.0,4.0,2015.0,0,,,,2015-04-01,1,0,0,0,0,0,1
838,d,c,6890.0,12.0,2012.0,1,48.0,2011.0,"Mar,Jun,Sept,Dec",2012-12-01,0,0,0,1,0,0,1
839,c,a,240.0,1.0,2015.0,0,,,,2015-01-01,0,0,1,0,1,0,0
840,a,a,1070.0,9.0,2009.0,0,,,,2009-09-01,1,0,0,0,1,0,0
841,a,a,27650.0,8.0,2004.0,0,,,,2004-08-01,1,0,0,0,1,0,0
842,d,c,1200.0,11.0,2007.0,0,,,,2007-11-01,0,0,0,1,0,0,1
843,c,a,60.0,4.0,2006.0,0,,,,2006-04-01,0,0,1,0,1,0,0
844,a,a,2030.0,9.0,2012.0,1,18.0,2011.0,"Feb,May,Aug,Nov",2012-09-01,1,0,0,0,1,0,0
845,d,a,7860.0,11.0,2005.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2005-11-01,0,0,0,1,1,0,0
846,a,c,8860.0,4.0,2004.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2004-04-01,1,0,0,0,0,0,1
847,c,c,190.0,12.0,2012.0,1,31.0,2013.0,"Feb,May,Aug,Nov",2012-12-01,0,0,1,0,0,0,1
848,a,c,370.0,7.0,2007.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2007-07-01,1,0,0,0,0,0,1
849,c,c,5000.0,12.0,2012.0,0,,,,2012-12-01,0,0,1,0,0,0,1
850,d,a,1120.0,5.0,2007.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct",2007-05-01,0,0,0,1,1,0,0
851,d,c,2330.0,12.0,2012.0,1,49.0,2014.0,"Mar,Jun,Sept,Dec",2012-12-01,0,0,0,1,0,0,1
852,c,a,940.0,4.0,2004.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2004-04-01,0,0,1,0,1,0,0
853,a,a,14040.0,12.0,2012.0,0,,,,2012-12-01,1,0,0,0,1,0,0
854,c,a,4770.0,12.0,2012.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",2012-12-01,0,0,1,0,1,0,0
855,a,a,3440.0,12.0,2012.0,1,45.0,2009.0,"Feb,May,Aug,Nov",2012-12-01,1,0,0,0,1,0,0
856,a,a,3020.0,2.0,2010.0,0,,,,2010-02-01,1,0,0,0,1,0,0
857,c,a,6270.0,8.0,2005.0,1,23.0,2014.0,"Mar,Jun,Sept,Dec",2005-08-01,0,0,1,0,1,0,0
858,a,a,3370.0,12.0,2008.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2008-12-01,1,0,0,0,1,0,0
859,c,a,21770.0,7.0,2015.0,0,,,,2015-07-01,0,0,1,0,1,0,0
860,c,c,5980.0,2.0,2010.0,0,,,,2010-02-01,0,0,1,0,0,0,1
861,c,c,740.0,12.0,2012.0,1,14.0,2013.0,"Mar,Jun,Sept,Dec",2012-12-01,0,0,1,0,0,0,1
862,a,c,2840.0,3.0,2010.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2010-03-01,1,0,0,0,0,0,1
863,a,c,21370.0,11.0,2010.0,0,,,,2010-11-01,1,0,0,0,0,0,1
864,a,a,1020.0,10.0,2012.0,1,45.0,2009.0,"Feb,May,Aug,Nov",2012-10-01,1,0,0,0,1,0,0
865,d,c,2640.0,12.0,2012.0,0,,,,2012-12-01,0,0,0,1,0,0,1
866,d,a,9680.0,12.0,2012.0,1,5.0,2013.0,"Feb,May,Aug,Nov",2012-12-01,0,0,0,1,1,0,0
867,d,c,21810.0,9.0,2012.0,0,,,,2012-09-01,0,0,0,1,0,0,1
868,d,c,1360.0,8.0,2005.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct",2005-08-01,0,0,0,1,0,0,1
869,c,a,230.0,10.0,2001.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2001-10-01,0,0,1,0,1,0,0
870,a,a,780.0,4.0,2009.0,0,,,,2009-04-01,1,0,0,0,1,0,0
871,d,c,10620.0,12.0,2012.0,0,,,,2012-12-01,0,0,0,1,0,0,1
872,a,c,3860.0,9.0,2014.0,1,23.0,2015.0,"Mar,Jun,Sept,Dec",2014-09-01,1,0,0,0,0,0,1
873,a,a,2040.0,11.0,2008.0,0,,,,2008-11-01,1,0,0,0,1,0,0
874,a,a,3210.0,12.0,2012.0,0,,,,2012-12-01,1,0,0,0,1,0,0
875,d,a,5070.0,11.0,2007.0,1,18.0,2015.0,"Feb,May,Aug,Nov",2007-11-01,0,0,0,1,1,0,0
876,a,a,21790.0,4.0,2005.0,1,18.0,2015.0,"Feb,May,Aug,Nov",2005-04-01,1,0,0,0,1,0,0
877,a,c,29190.0,12.0,2012.0,0,,,,2012-12-01,1,0,0,0,0,0,1
878,d,c,1100.0,12.0,2014.0,0,,,,2014-12-01,0,0,0,1,0,0,1
879,d,a,80000.0,10.0,2015.0,1,5.0,2013.0,"Feb,May,Aug,Nov",2015-10-01,0,0,0,1,1,0,0
880,a,c,4570.0,12.0,2012.0,0,,,,2012-12-01,1,0,0,0,0,0,1
881,a,a,180.0,3.0,2008.0,1,31.0,2013.0,"Feb,May,Aug,Nov",2008-03-01,1,0,0,0,1,0,0
882,a,a,30.0,4.0,2013.0,0,,,,2013-04-01,1,0,0,0,1,0,0
883,a,a,3200.0,6.0,2005.0,0,,,,2005-06-01,1,0,0,0,1,0,0
884,d,c,7550.0,12.0,2012.0,0,,,,2012-12-01,0,0,0,1,0,0,1
885,a,a,480.0,12.0,2005.0,0,,,,2005-12-01,1,0,0,0,1,0,0
886,a,c,12430.0,10.0,2004.0,0,,,,2004-10-01,1,0,0,0,0,0,1
887,d,a,19700.0,12.0,2012.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2012-12-01,0,0,0,1,1,0,0
888,d,a,4450.0,6.0,2012.0,1,35.0,2012.0,"Mar,Jun,Sept,Dec",2012-06-01,0,0,0,1,1,0,0
889,d,a,18670.0,12.0,2005.0,0,,,,2005-12-01,0,0,0,1,1,0,0
890,a,a,4450.0,12.0,2012.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2012-12-01,1,0,0,0,1,0,0
891,a,c,350.0,12.0,2012.0,1,31.0,2013.0,"Feb,May,Aug,Nov",2012-12-01,1,0,0,0,0,0,1
892,a,a,19370.0,4.0,2002.0,0,,,,2002-04-01,1,0,0,0,1,0,0
893,a,a,130.0,12.0,2012.0,1,1.0,2013.0,"Jan,Apr,Jul,Oct",2012-12-01,1,0,0,0,1,0,0
894,a,a,190.0,11.0,2012.0,0,,,,2012-11-01,1,0,0,0,1,0,0
895,a,c,4150.0,12.0,2012.0,0,,,,2012-12-01,1,0,0,0,0,0,1
896,a,c,170.0,9.0,2012.0,0,,,,2012-09-01,1,0,0,0,0,0,1
897,c,c,3290.0,1.0,2007.0,1,5.0,2013.0,"Feb,May,Aug,Nov",2007-01-01,0,0,1,0,0,0,1
898,a,a,18540.0,12.0,2012.0,0,,,,2012-12-01,1,0,0,0,1,0,0
899,d,a,2590.0,12.0,2012.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",2012-12-01,0,0,0,1,1,0,0
900,a,a,3920.0,4.0,2005.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2005-04-01,1,0,0,0,1,0,0
901,a,c,3170.0,4.0,2014.0,0,,,,2014-04-01,1,0,0,0,0,0,1
902,a,a,310.0,5.0,2015.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2015-05-01,1,0,0,0,1,0,0
903,d,c,7290.0,9.0,2014.0,0,,,,2014-09-01,0,0,0,1,0,0,1
904,d,c,570.0,7.0,2013.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2013-07-01,0,0,0,1,0,0,1
905,a,a,90.0,6.0,2014.0,0,,,,2014-06-01,1,0,0,0,1,0,0
906,a,a,90.0,7.0,2010.0,0,,,,2010-07-01,1,0,0,0,1,0,0
907,a,c,250.0,12.0,2012.0,0,,,,2012-12-01,1,0,0,0,0,0,1
908,a,a,1980.0,7.0,2010.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2010-07-01,1,0,0,0,1,0,0
909,a,c,1680.0,12.0,2012.0,1,45.0,2009.0,"Feb,May,Aug,Nov",2012-12-01,1,0,0,0,0,0,1
910,d,c,12480.0,12.0,2012.0,1,1.0,2013.0,"Jan,Apr,Jul,Oct",2012-12-01,0,0,0,1,0,0,1
911,a,c,16490.0,12.0,2012.0,0,,,,2012-12-01,1,0,0,0,0,0,1
912,c,c,3100.0,5.0,2010.0,0,,,,2010-05-01,0,0,1,0,0,0,1
913,a,a,280.0,12.0,2012.0,0,,,,2012-12-01,1,0,0,0,1,0,0
914,c,c,2640.0,4.0,2011.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec",2011-04-01,0,0,1,0,0,0,1
915,d,c,650.0,3.0,2013.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2013-03-01,0,0,0,1,0,0,1
916,a,a,90.0,11.0,2012.0,0,,,,2012-11-01,1,0,0,0,1,0,0
917,a,a,7240.0,2.0,2010.0,0,,,,2010-02-01,1,0,0,0,1,0,0
918,a,c,18710.0,4.0,2015.0,0,,,,2015-04-01,1,0,0,0,0,0,1
919,a,a,2620.0,12.0,2012.0,1,45.0,2009.0,"Feb,May,Aug,Nov",2012-12-01,1,0,0,0,1,0,0
920,a,a,850.0,2.0,2012.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2012-02-01,1,0,0,0,1,0,0
921,a,a,840.0,9.0,2006.0,0,,,,2006-09-01,1,0,0,0,1,0,0
922,d,a,2110.0,3.0,2006.0,0,,,,2006-03-01,0,0,0,1,1,0,0
923,a,a,280.0,9.0,2008.0,0,,,,2008-09-01,1,0,0,0,1,0,0
924,a,a,6420.0,4.0,2011.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct",2011-04-01,1,0,0,0,1,0,0
925,c,a,470.0,3.0,2007.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct",2007-03-01,0,0,1,0,1,0,0
926,d,c,5150.0,3.0,2011.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",2011-03-01,0,0,0,1,0,0,1
927,a,a,480.0,12.0,2012.0,0,,,,2012-12-01,1,0,0,0,1,0,0
928,d,c,1090.0,12.0,2012.0,1,31.0,2013.0,"Feb,May,Aug,Nov",2012-12-01,0,0,0,1,0,0,1
929,a,c,4820.0,9.0,2013.0,0,,,,2013-09-01,1,0,0,0,0,0,1
930,a,a,70.0,12.0,2012.0,0,,,,2012-12-01,1,0,0,0,1,0,0
931,a,c,1480.0,9.0,2011.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct",2011-09-01,1,0,0,0,0,0,1
932,a,a,15700.0,12.0,2012.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",2012-12-01,1,0,0,0,1,0,0
933,a,c,6270.0,2.0,2005.0,0,,,,2005-02-01,1,0,0,0,0,0,1
934,a,c,5460.0,12.0,2012.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2012-12-01,1,0,0,0,0,0,1
935,a,c,22350.0,6.0,2010.0,0,,,,2010-06-01,1,0,0,0,0,0,1
936,a,a,580.0,2.0,2008.0,0,,,,2008-02-01,1,0,0,0,1,0,0
937,d,a,2810.0,12.0,2012.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct",2012-12-01,0,0,0,1,1,0,0
938,a,a,2820.0,9.0,2009.0,0,,,,2009-09-01,1,0,0,0,1,0,0
939,d,a,1340.0,12.0,2012.0,0,,,,2012-12-01,0,0,0,1,1,0,0
940,d,c,6470.0,9.0,2012.0,0,,,,2012-09-01,0,0,0,1,0,0,1
941,a,a,1200.0,12.0,2011.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct",2011-12-01,1,0,0,0,1,0,0
942,d,c,6860.0,12.0,2012.0,1,18.0,2011.0,"Jan,Apr,Jul,Oct",2012-12-01,0,0,0,1,0,0,1
943,d,c,18020.0,12.0,2012.0,0,,,,2012-12-01,0,0,0,1,0,0,1
944,c,a,1670.0,7.0,2015.0,0,,,,2015-07-01,0,0,1,0,1,0,0
945,a,c,12480.0,3.0,2011.0,0,,,,2011-03-01,1,0,0,0,0,0,1
946,a,a,2220.0,12.0,2011.0,1,14.0,2015.0,"Jan,Apr,Jul,Oct",2011-12-01,1,0,0,0,1,0,0
947,a,a,460.0,3.0,2014.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",2014-03-01,1,0,0,0,1,0,0
948,b,b,1430.0,12.0,2012.0,0,,,,2012-12-01,0,1,0,0,0,1,0
949,a,a,870.0,3.0,2006.0,0,,,,2006-03-01,1,0,0,0,1,0,0
950,a,a,8460.0,11.0,1994.0,0,,,,1994-11-01,1,0,0,0,1,0,0
951,d,c,710.0,12.0,2012.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct",2012-12-01,0,0,0,1,0,0,1
952,d,c,6300.0,10.0,2013.0,0,,,,2013-10-01,0,0,0,1,0,0,1
953,a,a,19830.0,4.0,2006.0,1,22.0,2011.0,"Mar,Jun,Sept,Dec",2006-04-01,1,0,0,0,1,0,0
954,a,a,390.0,2.0,2013.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct",2013-02-01,1,0,0,0,1,0,0
955,d,c,1690.0,7.0,2009.0,1,36.0,2013.0,"Mar,Jun,Sept,Dec",2009-07-01,0,0,0,1,0,0,1
956,a,a,2330.0,10.0,2014.0,1,18.0,2011.0,"Feb,May,Aug,Nov",2014-10-01,1,0,0,0,1,0,0
957,d,c,1420.0,11.0,2012.0,0,,,,2012-11-01,0,0,0,1,0,0,1
958,a,a,440.0,11.0,2013.0,0,,,,2013-11-01,1,0,0,0,1,0,0
959,a,c,1060.0,12.0,2005.0,0,,,,2005-12-01,1,0,0,0,0,0,1
960,d,a,8990.0,12.0,2012.0,1,31.0,2009.0,"Feb,May,Aug,Nov",2012-12-01,0,0,0,1,1,0,0
961,d,c,9430.0,12.0,2012.0,0,,,,2012-12-01,0,0,0,1,0,0,1
962,c,a,260.0,12.0,2012.0,0,,,,2012-12-01,0,0,1,0,1,0,0
963,a,c,23620.0,11.0,2013.0,0,,,,2013-11-01,1,0,0,0,0,0,1
964,a,a,270.0,12.0,2012.0,1,5.0,2013.0,"Feb,May,Aug,Nov",2012-12-01,1,0,0,0,1,0,0
965,a,c,110.0,12.0,2012.0,0,,,,2012-12-01,1,0,0,0,0,0,1
966,a,a,760.0,2.0,2008.0,0,,,,2008-02-01,1,0,0,0,1,0,0
967,a,c,3560.0,9.0,2013.0,1,36.0,2013.0,"Jan,Apr,Jul,Oct",2013-09-01,1,0,0,0,0,0,1
968,c,a,1190.0,12.0,2012.0,0,,,,2012-12-01,0,0,1,0,1,0,0
